"workerId","RT","image_1_text","image_2_text","database","image"
"A1GT4NK0VO5RFQ",87.03688,"the instructor shows the children dance moves. one of the children wears a pink skirt.","the instructor shows the children dance moves. one of the children wears a purple skirt.","wolfe1","image-131"
"A1GT4NK0VO5RFQ",129.43106,"each of the arches at the top of the building have spires above them","each of the arches at the top of the building have spires above them except one.","wolfe1","image-042"
"A1GT4NK0VO5RFQ",42.353875,"two cactus plants are on the table","one cactus plant is on the table.","wolfe1","image-011"
"A1GT4NK0VO5RFQ",64.82562,"people watch children in a park. one man has a pink beach bag.","people watch children in a park.","wolfe1","image-020"
"A1GT4NK0VO5RFQ",35.26431,"the woman has a backback with a blue tag.","the woman has a backpack with a green tag.","wolfe1","image-094"
"A1GT4NK0VO5RFQ",98.40262,"there is a table by the beach with 8 place settings.","there is a table by the beach with 8 place settings and two glass jars in the center.","wolfe1","image-001"
"A1GT4NK0VO5RFQ",31.504475,"there is a yellow flag by the lake.","there is a red flag by the lake.","wolfe1","image-119"
"A1GT4NK0VO5RFQ",49.03039,"in the classroom there is a blue box under the table","in the classroom there is a green box under the table.","wolfe1","image-096"
"A1GT4NK0VO5RFQ",50.663135,"in the crowd of people, one man wears a red shirt.","in the crowd of people one man wears a blue shirt.","wolfe1","image-112"
"A1GT4NK0VO5RFQ",67.531225,"each bench in the park has a plaquard.","each bench in the park has a plaquard, except one.","wolfe1","image-027"
"A1GT4NK0VO5RFQ",62.41597,"there are four arrow holders.","there are three arrow holders.","wolfe1","image-021"
"A1GT4NK0VO5RFQ",63.681615,"the first two cars are red with a barrel in from of them.","the first two cars are red","wolfe1","image-024"
"A1GT4NK0VO5RFQ",86.60465,"the field is lush with green grass. a cow is eating the grass","the field is lush with green grass.","wolfe1","cow"
"A1GT4NK0VO5RFQ",64.409145,"the plane rises as the sun sets in an orange sky.","the sun sets in an orange sky.","wolfe1","airplane"
"A1NLW5ZS2WQR35",70.30004,"a set of stairs with a yellow cushion on the top stair.","a set of stairs with a white cushion on the top stair.","wolfe1","image-106"
"A1NLW5ZS2WQR35",52.663715,"a group of people listening to a concert, with a woman sitting in a green chair.","a group of people listening to a concert and a woman sitting in a purple chair.","wolfe1","image-115"
"A1NLW5ZS2WQR35",51.647495,"a group of hikers, with one man wearing a red backpack.","a group of hikers with one man wearing a blue backpack.","wolfe1","image-109"
"A1NLW5ZS2WQR35",49.658045,"a busy street with a man walking down the middle of the crowd wearing a red shirt.","a busy street with a man walking down the middle of the crowd wearing a blue shirt.","wolfe1","image-112"
"A1NLW5ZS2WQR35",56.06454,"a group of older people exercising, and the woman in the middle is wearing white shoes.","a group of older people exercising, and the woman in the middle is wearing grey shoes.","wolfe1","image-092"
"A1NLW5ZS2WQR35",67.20226,"a picnic table is inside an enclosure, there is a white food carton sitting in the middle of the table.","a picnic table is inside an enclosure, there is no white food carton sitting in the middle.","wolfe1","image-037"
"A1NLW5ZS2WQR35",142.974635,"there are two women walking on a beach and there are several umbrellas, there is a blue umbrella and a yellow umbrella behind them.","there are two women walking on a beach, and there are several umbrellas. there are two yellow umbrellas behind them.","wolfe1","image-137"
"A1NLW5ZS2WQR35",74.07591,"there are three men playing golf, there is a building in the background.","there are three men playing golf there is some type of white building in the background.","wolfe1","image-108"
"A1NLW5ZS2WQR35",87.34586,"there is a group of people at an outside event. there is a man setting in the middle with a bag setting behind him.","there is a group of people at an outside event. there is a man setting watching but there is no bag setting next to him.","wolfe1","image-020"
"A1NLW5ZS2WQR35",110.128245,"this is an outside gazebo that has several green plants and a sculputre in the middle. there is a green picture on the right front side .","this is an outside gazebo that has several green plants and a sculputre in the middle. there is a blue picture on the right front side.","wolfe1","image-120"
"A1NLW5ZS2WQR35",80.01514,"this is a yard with a lot of clothing laying around and hanging on the trees. there is a blue piece of clothing on the right tree.","this is a yard with a lot of clothing laying around and hanging on the trees. there is nothing hanging on the far right side of the tree.","wolfe1","image-002"
"A1NLW5ZS2WQR35",60.173845,"there is a woman petting a goat. there is a man in the background that is standing close to the sign.","there is a woman petting a goat. the man who was standing in front of the sign is gone.","wolfe1","image-008"
"A1NLW5ZS2WQR35",38.219825,"this is a picture of a black and white cow eating grass.","this is just a picture of grass, the cow is not there.","wolfe1","cow"
"A1NLW5ZS2WQR35",26.95758,"this is a picture of a jet flying in the night sky.","this is just a picture of the night sky, the jet in not there anymore.","wolfe1","airplane"
"A1XRWOK00HK1J4",114.782145,"6 various colored containers sitting on a picnic table in a green house.","5 various colored container sitting on a picnic table in a green house.","wolfe1","image-037"
"A1XRWOK00HK1J4",94.05431,"a young boy in a blue striped shirt sitting with 4 other boys in a group.","a young boy in a purple striped shirt sitting with 4 other boys in a group.","wolfe1","image-089"
"A1XRWOK00HK1J4",78.56967,"a man playing golf close to a small flag with three other players.","a man playing golf with three other players.","wolfe1","image-017"
