"workerId","RT","image_1_text","image_2_text","database","image"
"A10Q4U3BRHXXPP",44.934935,"people walking downtown with one person looking at a turquios shop with red shades ","people walking downtown with one person looking at a turquois shop with yellow shades","wolfe1","image-113"
"A10Q4U3BRHXXPP",40.47546,"people walking towards an ancient building with one man wearing green shorts","people walking towards an ancient building with one man wearing brown shorts","wolfe1","image-098"
"A10Q4U3BRHXXPP",45.67558,"six men playing instruments outside of a store that has a sign on the building next to them","six men playing instruments outside of a store that has a plain building next to it","wolfe1","image-013"
"A10Q4U3BRHXXPP",31.2472,"two airplanes at an airport with a yellow jet bus between them","two airplanes at an airport with a red jet bus between them","wolfe1","image-111"
"A10Q4U3BRHXXPP",36.871085,"three men pose for a picture with a blue wooden structure behind them","three men pose for a picture with a yellow wooden structure behind them","wolfe1","image-114"
"A10Q4U3BRHXXPP",62.8896,"a street in milwaukee close to se water with a solar panel nearby","a street in milwaukee close to se water","wolfe1","image-007"
"A10Q4U3BRHXXPP",49.12812,"people hang out at a park along the water with a yellow flag nearby","people hang out at a park along the water with a red flag nearby","wolfe1","image-119"
"A10Q4U3BRHXXPP",31.90724,"an adult and a child are walking into a clinic that has shrubs on both sides of the entrance","an adult and child are walking into a clinic that has a shrub on one side of the entrance","wolfe1","image-023"
"A10Q4U3BRHXXPP",18.737625,"a modern living room featuring a white vase on a table","a modern living room ","wolfe1","image-043"
"A10Q4U3BRHXXPP",74.489765,"people are watching animals at the farm where some of the chickens are on both sides of the fence","people are watching animals at a farm with the chickens all on the same sid of the fence as the people are on","wolfe1","image-009"
"A10Q4U3BRHXXPP",30.34791,"people gather at a park to watch a concert while a blanket is spread out on the lawn but unoccupied","people gather at a park to watch a concert in the grass","wolfe1","image-014"
"A10Q4U3BRHXXPP",37.38997,"two cars are shown on a street parked in front of a yellow house with a yellow sign while someone sweeps the sidewalks","two cars are shown on a street parked in front of a yellow house while someone sweeps the sidewalks","wolfe1","image-038"
"A10Q4U3BRHXXPP",10.401945,"a cow is shown eating some grass","a patch of grass","wolfe1","cow"
"A10Q4U3BRHXXPP",17.088945,"an airplane flying in the sky during sunset","sunset is shown in the sky","wolfe1","airplane"
"A1561P9VVA3C1C",79.106045,"the backyard of a home with green grass and six stones to walk on in the grass. ","the backyard of a home with green grass and five stones to walk on in the grass.","wolfe1","image-034"
"A1561P9VVA3C1C",104.71422,"a crowded outdoor concert with someone wearing a light colored backpack and someone standing in front of them with a pink umbrella. ","a crowded outdoor concdert with somone wearing a light colored backpack and someone standing in front of them with a blue umbrella. ","wolfe1","image-122"
"A1561P9VVA3C1C",89.77379,"a minimalistic living room with a vase on the floor. ","a minimalistic living room with a carpet and nothing on the floor. ","wolfe1","image-043"
"A1561P9VVA3C1C",111.806425,"a living space that is open to the ocean with several pillows on the couch. ","a living space that is open to the ocean with several pillows on a blue couch. ","wolfe1","image-026"
"A1561P9VVA3C1C",276.204935,"dining tables with place settings and a salt shaker and also chairs next to a blue ocean. ","dining tables with place mats and  silverware but lacking salt and pepper overlooking a blue ocean. ","wolfe1","image-001"
"A1561P9VVA3C1C",173.223165,"an asian gardan with a statue in the center in front of a light blue fabic with a tassel","an asian garden with a statue in the center in front of a dark blue puple fabric with a tassel","wolfe1","image-120"
"A1561P9VVA3C1C",102.129465,"open air market with several white tents and one blue tent covering the products. ","open air market with several white tents and one rent tent covering the products","wolfe1","image-117"
"A1561P9VVA3C1C",120.703925,"a tent set up in the woods with several red striped towels and one blue stripped towel hanging up. ","a tent set up in the woods with red striped towels hanging up.","wolfe1","image-100"
"A1561P9VVA3C1C",67.24473,"people gathering around a pond that has a yellow flag near the water.","people gathering around a pond that has a red flag near the water","wolfe1","image-119"
"A1561P9VVA3C1C",78.26791,"several students in a school gym taking part in an exercise class. one student is wearing pink pants.","several students in a school gym taking part in an exercise class, one student is wearing blue pants.","wolfe1","image-093"
"A1561P9VVA3C1C",116.53327,"a stone school building with three features on the roof and many bikes parked as students are in class.","a stone school builiding with two features on the roof and many bikes parked as students are in class","wolfe1","image-029"
"A1561P9VVA3C1C",65.48052,"a group of young children with two teachers on a day out. the teacher is holding a red cooler. ","a group of young children with two teachers on a day out, the teacher is holding a pink cooler. ","wolfe1","image-088"
"A1561P9VVA3C1C",40.24105,"a black and white cow grazing on emerald green grass. ","lush emerald green grass","wolfe1","cow"
"A1561P9VVA3C1C",39.809635,"as the sun in setting an airplane can be seen in the sky","the sun is setting with nothing in the sky","wolfe1","airplane"
"A1BQ7TAPC1235O",568.384,"jar is there on the picture.","jar is missing on the above picture.","wolfe1","image-011"
"A1BQ7TAPC1235O",508.518,"trash is there on the picture.","trash is not there above the picture.","wolfe1","image-047"
"A1BQ7TAPC1235O",217.259,"the person in the water is wearing a blue colour jacket.","the person in the water is wearing a green colour jacket.","wolfe1","image-128"
"A1BQ7TAPC1235O",299.257,"there is a many bundle of grasses in the picture.","in the picture one bundle of grasses is missing.","wolfe1","image-045"
"A1BQ7TAPC1235O",49.63,"yellow plate there on the snow.","there is yellow plate is missing","wolfe1","image-010"
"A1BQ7TAPC1235O",66.324,"he hold a purple colour umbrella.","he hold a blue colour umbrella.","wolfe1","image-122"
"A1BQ7TAPC1235O",40.287,"she is wearing a peach colour shirt.","she is wearing a green colour shirt.","wolfe1","image-090"
"A1BQ7TAPC1235O",54.452,"green colour window is shown on th picture.","orange colour window is shown on the picture.","wolfe1","image-123"
"A1BQ7TAPC1235O",46.885,"drain is shown on th picture.","the drain is missing.","wolfe1","image-048"
"A1BQ7TAPC1235O",45.296,"he has a blue colour towel.","he has a green colour towel.","wolfe1","image-077"
"A1BQ7TAPC1235O",44.234,"shed is on the picture.","shed is missing on the picture.","wolfe1","image-033"
"A1BQ7TAPC1235O",75.774,"there is a light on the picture.","there is missing of light.","wolfe1","image-029"
"A1BQ7TAPC1235O",29.692,"there is cow on the picture.","cow is missing.","wolfe1","cow"
"A1BQ7TAPC1235O",36.637,"areoplane is there on the picture.","areoplane is missing","wolfe1","airplane"
"A1T7AQJR6QK0EV",64.09405,"a group of people walking into a building, one guy is wearing green shorts.","a group of people walking into a building, with one guy wearing brown shorts.","wolfe1","image-098"
"A1T7AQJR6QK0EV",40.732305,"a person that's in water and about to climb up a rope. they're wearing a blue life vest.","a person that's in water and about to climb up a rope. they're wearing a green life vest.","wolfe1","image-128"
"A1T7AQJR6QK0EV",18.876935,"a lady carrying a red water jug.","a lady carrying a pink water jug.","wolfe1","image-088"
"A1T7AQJR6QK0EV",26.45349," a group of guys playing volleyball, one guy is wearing a blue shirt.","a group of guys playing volleyball, one guy is wearing a green shirt.","wolfe1","image-126"
"A1T7AQJR6QK0EV",55.165885,"an old boat with red life vests on it.","an old boat with green life vests on it.","wolfe1","image-121"
"A1T7AQJR6QK0EV",46.05045,"the inside of a mall with someone standing infront of a red banner.","the inside of a mall with someone standing infront of a purple banner.","wolfe1","image-079"
"A1T7AQJR6QK0EV",36.799485,"there are 6 stepping stones on the ground.","there are 5 stepping stones on the ground.","wolfe1","image-034"
"A1T7AQJR6QK0EV",19.26841,"a backpack with a blue patch on it.","a backpack with a green patch on it.","wolfe1","image-094"
"A1T7AQJR6QK0EV",43.58273,"a table with 6 food containers on it.","a table with 5 food containers on it.","wolfe1","image-037"
"A1T7AQJR6QK0EV",61.516695,"a man sitting on the edge of the dock with a wooden addition chained to it.","a man sitting on the edge of the dock with a wooden addition chained to it, but by only one chain.","wolfe1","image-004"
