workerId,trial_num,image_a,image_b
A37EV8RZ82WT8E,1,wolfe_image-107-a_w_outline.jpg,wolfe_image-107-b_w_outline.jpg
A37EV8RZ82WT8E,2,wolfe_image-134-a_w_outline.jpg,wolfe_image-134-b_w_outline.jpg
A37EV8RZ82WT8E,3,wolfe_image-137-a_w_outline.jpg,wolfe_image-137-b_w_outline.jpg
A37EV8RZ82WT8E,4,wolfe_image-088-a_w_outline.jpg,wolfe_image-088-b_w_outline.jpg
A37EV8RZ82WT8E,5,wolfe_image-113-a_w_outline.jpg,wolfe_image-113-b_w_outline.jpg
A37EV8RZ82WT8E,6,wolfe_image-020-a_w_outline.jpg,wolfe_image-020-b_w_outline.jpg
A37EV8RZ82WT8E,7,wolfe_image-105-a_w_outline.jpg,wolfe_image-105-b_w_outline.jpg
A37EV8RZ82WT8E,8,wolfe_image-090-a_w_outline.jpg,wolfe_image-090-b_w_outline.jpg
A37EV8RZ82WT8E,9,wolfe_image-009-a_w_outline.jpg,wolfe_image-009-b_w_outline.jpg
A37EV8RZ82WT8E,10,wolfe_image-046-a_w_outline.jpg,wolfe_image-046-b_w_outline.jpg
A37EV8RZ82WT8E,11,wolfe_image-004-a_w_outline.jpg,wolfe_image-004-b_w_outline.jpg
A37EV8RZ82WT8E,12,wolfe_image-128-a_w_outline.jpg,wolfe_image-128-b_w_outline.jpg
A37EV8RZ82WT8E,13,wolfe_image-010-a_w_outline.jpg,wolfe_image-010-b_w_outline.jpg
A37EV8RZ82WT8E,14,wolfe_image-019-a_w_outline.jpg,wolfe_image-019-b_w_outline.jpg
A37EV8RZ82WT8E,15,wolfe_image-119-a_w_outline.jpg,wolfe_image-119-b_w_outline.jpg
A37EV8RZ82WT8E,16,wolfe_image-017-a_w_outline.jpg,wolfe_image-017-b_w_outline.jpg
A37EV8RZ82WT8E,17,wolfe_image-126-a_w_outline.jpg,wolfe_image-126-b_w_outline.jpg
A37EV8RZ82WT8E,18,wolfe_image-079-a_w_outline.jpg,wolfe_image-079-b_w_outline.jpg
A37EV8RZ82WT8E,19,wolfe_image-078-a_w_outline.jpg,wolfe_image-078-b_w_outline.jpg
A37EV8RZ82WT8E,20,wolfe_image-001-a_w_outline.jpg,wolfe_image-001-b_w_outline.jpg
A37EV8RZ82WT8E,21,wolfe_image-039-a_w_outline.jpg,wolfe_image-039-b_w_outline.jpg
A37EV8RZ82WT8E,22,wolfe_image-118-a_w_outline.jpg,wolfe_image-118-b_w_outline.jpg
A37EV8RZ82WT8E,23,wolfe_image-086-a_w_outline.jpg,wolfe_image-086-b_w_outline.jpg
A37EV8RZ82WT8E,24,wolfe_image-122-a_w_outline.jpg,wolfe_image-122-b_w_outline.jpg
A37EV8RZ82WT8E,25,wolfe_image-084-a_w_outline.jpg,wolfe_image-084-b_w_outline.jpg
A37EV8RZ82WT8E,26,wolfe_image-131-a_w_outline.jpg,wolfe_image-131-b_w_outline.jpg
A37EV8RZ82WT8E,27,wolfe_image-124-a_w_outline.jpg,wolfe_image-124-b_w_outline.jpg
A37EV8RZ82WT8E,28,wolfe_image-103-a_w_outline.jpg,wolfe_image-103-b_w_outline.jpg
A37EV8RZ82WT8E,29,wolfe_image-025-a_w_outline.jpg,wolfe_image-025-b_w_outline.jpg
A37EV8RZ82WT8E,30,wolfe_image-114-a_w_outline.jpg,wolfe_image-114-b_w_outline.jpg
