workerId,assignmentId,hitId,unmod_image,unmod_image_splash,mod_image,mod_image_splash,expTimer,response,trial_number,rt,x,y
A372725XPFZ48Q,NA,NA,catchAirplane-a,catchAirplane-as,catchAirplane-b,catchAirplane-bs,32.691,-1,1,5089,339,258
A372725XPFZ48Q,NA,NA,catchBoat-a,catchBoat-as,catchBoat-b,catchBoat-bs,41.857,-1,2,7853,404,271
A372725XPFZ48Q,NA,NA,wolfe_image-116-a,wolfe_image-116-as,wolfe_image-116-b,wolfe_image-116-bs,50.426,-1,3,7744,383,296
A372725XPFZ48Q,NA,NA,wolfe_image-133-a,wolfe_image-133-as,wolfe_image-133-b,wolfe_image-133-bs,59.634,-1,4,8790,399,271
A372725XPFZ48Q,NA,NA,wolfe_image-045-a,wolfe_image-045-as,wolfe_image-045-b,wolfe_image-045-bs,67.24,-1,5,7109,468,349
A372725XPFZ48Q,NA,NA,wolfe_image-025-a,wolfe_image-025-as,wolfe_image-025-b,wolfe_image-025-bs,76.942,-1,6,9203,573,393
A372725XPFZ48Q,NA,NA,wolfe_image-132-a,wolfe_image-132-as,wolfe_image-132-b,wolfe_image-132-bs,95.109,-1,7,11970,358,305
A372725XPFZ48Q,NA,NA,wolfe_image-030-a,wolfe_image-030-as,wolfe_image-030-b,wolfe_image-030-bs,104.492,-1,8,8472,384,222
A372725XPFZ48Q,NA,NA,wolfe_image-043-a,wolfe_image-043-as,wolfe_image-043-b,wolfe_image-043-bs,113.561,-1,9,7484,475,283
A372725XPFZ48Q,NA,NA,wolfe_image-084-a,wolfe_image-084-as,wolfe_image-084-b,wolfe_image-084-bs,124.558,-1,10,9697,339,316
A372725XPFZ48Q,NA,NA,wolfe_image-042-a,wolfe_image-042-as,wolfe_image-042-b,wolfe_image-042-bs,134.643,-1,11,9170,435,239
A372725XPFZ48Q,NA,NA,wolfe_image-131-a,wolfe_image-131-as,wolfe_image-131-b,wolfe_image-131-bs,143.926,-1,12,8410,574,312
A372725XPFZ48Q,NA,NA,wolfe_image-106-a,wolfe_image-106-as,wolfe_image-106-b,wolfe_image-106-bs,152.62,-1,13,7030,89,322
A372725XPFZ48Q,NA,NA,wolfe_image-090-a,wolfe_image-090-as,wolfe_image-090-b,wolfe_image-090-bs,163.436,-1,14,9614,523,277
A372725XPFZ48Q,NA,NA,wolfe_image-046-a,wolfe_image-046-as,wolfe_image-046-b,wolfe_image-046-bs,171.562,-1,15,7121,19,493
A372725XPFZ48Q,NA,NA,wolfe_image-108-a,wolfe_image-108-as,wolfe_image-108-b,wolfe_image-108-bs,179.611,-1,16,7093,266,177
A372725XPFZ48Q,NA,NA,wolfe_image-034-a,wolfe_image-034-as,wolfe_image-034-b,wolfe_image-034-bs,187.112,-1,17,6706,347,187
A372725XPFZ48Q,NA,NA,wolfe_image-076-a,wolfe_image-076-as,wolfe_image-076-b,wolfe_image-076-bs,194.682,-1,18,6722,270,278
A372725XPFZ48Q,NA,NA,wolfe_image-017-a,wolfe_image-017-as,wolfe_image-017-b,wolfe_image-017-bs,202.59,-1,19,7176,460,345
A372725XPFZ48Q,NA,NA,wolfe_image-113-a,wolfe_image-113-as,wolfe_image-113-b,wolfe_image-113-bs,210.576,-1,20,7248,208,316
A372725XPFZ48Q,NA,NA,wolfe_image-130-a,wolfe_image-130-as,wolfe_image-130-b,wolfe_image-130-bs,218.129,-1,21,6757,469,324
A372725XPFZ48Q,NA,NA,wolfe_image-103-a,wolfe_image-103-as,wolfe_image-103-b,wolfe_image-103-bs,225.489,-1,22,6648,455,245
A372725XPFZ48Q,NA,NA,wolfe_image-006-a,wolfe_image-006-as,wolfe_image-006-b,wolfe_image-006-bs,233.77,-1,23,6906,605,160
A372725XPFZ48Q,NA,NA,wolfe_image-135-a,wolfe_image-135-as,wolfe_image-135-b,wolfe_image-135-bs,241.65,-1,24,6695,446,305
A372725XPFZ48Q,NA,NA,wolfe_image-050-a,wolfe_image-050-as,wolfe_image-050-b,wolfe_image-050-bs,248.814,-1,25,6508,390,204
A372725XPFZ48Q,NA,NA,wolfe_image-035-a,wolfe_image-035-as,wolfe_image-035-b,wolfe_image-035-bs,256.134,-1,26,6739,485,284
A372725XPFZ48Q,NA,NA,wolfe_image-020-a,wolfe_image-020-as,wolfe_image-020-b,wolfe_image-020-bs,263.656,-1,27,6802,369,161
A372725XPFZ48Q,NA,NA,wolfe_image-048-a,wolfe_image-048-as,wolfe_image-048-b,wolfe_image-048-bs,270.986,-1,28,6670,528,185
A372725XPFZ48Q,NA,NA,wolfe_image-122-a,wolfe_image-122-as,wolfe_image-122-b,wolfe_image-122-bs,278.413,-1,29,6609,126,378
A372725XPFZ48Q,NA,NA,wolfe_image-126-a,wolfe_image-126-as,wolfe_image-126-b,wolfe_image-126-bs,286.169,-1,30,6836,54,337
A372725XPFZ48Q,NA,NA,wolfe_image-040-a,wolfe_image-040-as,wolfe_image-040-b,wolfe_image-040-bs,294.015,-1,31,6596,503,258
A372725XPFZ48Q,NA,NA,wolfe_image-011-a,wolfe_image-011-as,wolfe_image-011-b,wolfe_image-011-bs,301.987,-1,32,7313,521,232
A372725XPFZ48Q,NA,NA,catchCow-a,catchCow-as,catchCow-b,catchCow-bs,309.631,-1,33,6856,387,289
