"workerId","RT","image_1_text","image_2_text","database","image"
"A1DH31FIHH5Y29",50.885395,"washing towel is under the table","the towel was cleaned and looking good","wolfe2","098_L_slippers"
"A1DH31FIHH5Y29",39.46377,"the wall paint is looking good","the picture wallet looking good","wolfe2","049_L_painting"
"A1DH31FIHH5Y29",32.595575,"the wall paint was looking good","the slef was looking good","wolfe2","026_L_rack"
"A1DH31FIHH5Y29",35.259965,"laptop is up on table","laptop and keyboard is on table","wolfe2","021_L_keyboard"
"A1DH31FIHH5Y29",23.97141,"lunch box is under wall","cleaned here","wolfe2","116_L_basket"
"A1DH31FIHH5Y29",13.336945,"some cup is missing","some cup is there","wolfe2","007_L_soap"
"A1DH31FIHH5Y29",15.788005,"light was missing","light is beautiful","wolfe2","044_L_light"
"A1DH31FIHH5Y29",25.291865,"flower pot is missing","flower pot is looling fine","wolfe2","071_L_art"
"A1DH31FIHH5Y29",90.56929,"something missed","something missed","wolfe2","114_L_bird"
"A1DH31FIHH5Y29",13.81188,"extra pillow was missing","extra pillow is there","wolfe2","060_L_pillow"
"A1DH31FIHH5Y29",183.72504,"some damage is there","no damage","wolfe2","093_L_switch"
"A1DH31FIHH5Y29",14.28462,"some of the book added","extra book was missed","wolfe2","065_L_cd"
"A1DH31FIHH5Y29",18.33685,"cow is eating grass","there is no cow","wolfe2","cow"
"A1DH31FIHH5Y29",18.47453,"flight is flying on the sky","good climate","wolfe2","airplane"
"A1H72Y9Z5NJXDS",72.567085,"an empty barber salon with three posters between the mirrors.","an empty barbar salon with two posters between the mirrors.","wolfe2","089_L_poster"
"A1H72Y9Z5NJXDS",83.60001,"a spacious living room with one exposed beam on the ceiling.","a spacious living room with two exposed beams on the ceiling.","wolfe2","031_L_log"
"A1H72Y9Z5NJXDS",106.159765,"a large bathroom lined in stone with a cabinet containing one drawer on the bottom.","a large bathroom lined in stone with a cabinet containing two drawers on the bottom.","wolfe2","053_L_handle"
"A1H72Y9Z5NJXDS",92.48228,"a colorful child's room decorated in purples and pinks with three objects on the fuzzy top table.","a colorful child's room decorated in purples and pinks with four objects on the fuzzy top table.","wolfe2","058_L_clutch"
"A1H72Y9Z5NJXDS",102.820245,"a sitting room crowded with furniture and an empty spot to the right of one of the lamps.","a sitting room crowded with furniture and a vase next to one of the lamps.","wolfe2","071_L_art"
"A1H72Y9Z5NJXDS",187.76443,"a living room decorated in white and red, and with an empty fireplace to one side.","a living room decorated in white and red, and with a portrait in front of the fireplace to one side.","wolfe2","062_L_flowers"
"A1H72Y9Z5NJXDS",111.773395,"a very messy bathroom with a crowded sink area and a large ring on the wall between the sink and toilet.","a very messy bathroom with a crowded sink area and nothing hanging on the lower left wall.","wolfe2","087_L_towelhandle"
"A1H72Y9Z5NJXDS",128.281,"a child's bedroom decorated in primary colors and an empty space above the red and white wardrobe.","a child's bedroom decorated in primary colors and a car sitting on top of the red and white wardrobe.","wolfe2","059_L_car"
"A1H72Y9Z5NJXDS",78.81037,"a dark wood furniture dining room with 2 pictures hanging about the china cabinet.","a dark wood furniture dining room with three pictures hanging above the china cabinet.","wolfe2","040_L_painting"
"A1H72Y9Z5NJXDS",117.061935,"a large seating area in a wood paneled room, with a tree behind a plant in the far corner.","a large seating area in a wood paneled room, with a plant in the far corner.","wolfe2","113_L_plant"
"A1H72Y9Z5NJXDS",77.811895,"a modern style bathroom with a featureless tub sitting in front of a water faucet.","a modern style bathroom with a tub containing a green circle sitting in front of a water faucet.","wolfe2","012_L_tubaccesory"
"A1H72Y9Z5NJXDS",44.597055," large living room with high ceilings and two picture frames along the back wall.","large living room with high ceilings and one picture frame along the back wall.","wolfe2","119_L_painting"
"A1H72Y9Z5NJXDS",46.69546,"a very green pasture with a large black and white cow eating grass","a very green pasture","wolfe2","cow"
"A1H72Y9Z5NJXDS",71.94616,"a dark sky with clouds visible and a jumbo jet flying away from the viewer","a dark sky with clouds visible","wolfe2","airplane"
"A1J4SLXI1A1PF",165.567,"a light switch is shown","no light switch is shown","wolfe2","085_L_switchboard"
"A1J4SLXI1A1PF",32.088,"there is no rug","a round rug is shown","wolfe2","009_L_carpet"
"A1J4SLXI1A1PF",51.613,"no object is shown","a object like a book is shown","wolfe2","063_L_laptop"
"A1J4SLXI1A1PF",20.509,"no air vent","air vent is shown","wolfe2","039_L_ventilator"
"A1J4SLXI1A1PF",24.876,"no faucet","faucet is shown","wolfe2","042_L_tap"
