"workerId","RT","image_1_text","image_2_text","database","image"
"A1I0LYDWQ5B7Z5",102.659265,"an empty slot at the bookshelf","books arranged on a bookshelf","wolfe2","065_L_cd"
"A1I0LYDWQ5B7Z5",34.645905,"a pillow on a couch","a couch with no pillow","wolfe2","109_L_pillow"
"A1I0LYDWQ5B7Z5",56.133035,"an empty wall","a speaker mounted on the wall undr a television set","wolfe2","052_L_speaker"
"A1I0LYDWQ5B7Z5",45.51621,"a countertop","a clean kitchen counter","wolfe2","030_L_drawer"
"A1I0LYDWQ5B7Z5",69.2991,"clear sky.","a network pole in the woods","wolfe2","004_L_electricalgrid"
"A1I0LYDWQ5B7Z5",99.320725,"a plant in the corner of  hotel","a corner with no plant","wolfe2","113_L_plant"
"A1I0LYDWQ5B7Z5",35.540845,"a tissue holder on the wall","a clear wall","wolfe2","085_L_switchboard"
"A1I0LYDWQ5B7Z5",51.261065,"towels well aranged","more towels on a rack","wolfe2","037_L_towel"
"A1I0LYDWQ5B7Z5",21.358615,"a clear wall","a lamp on a wall","wolfe2","014_L_lamp"
"A1I0LYDWQ5B7Z5",36.983325,"a clear wall","a picture hang on the wall","wolfe2","040_L_painting"
"A1I0LYDWQ5B7Z5",32.01598,"a closed drawer","an open end of a drawer","wolfe2","082_L_bowl"
"A1I0LYDWQ5B7Z5",23.27396,"plain wall","decorations on the wall","wolfe2","020_L_walldeco"
"A1I0LYDWQ5B7Z5",52.542565,"a cow grazing in the fields","a field with nice green grass","wolfe2","cow"
"A1I0LYDWQ5B7Z5",48.01389,"a plane flyi high in the horizon","a sky wih the sun setting","wolfe2","airplane"
"A1RG62CQTBUGM0",105.667105,"a sink area that looks very zen and has a basket plus a stack of four towels under it","a sink area that looks very zen and has a basket plus two stacks of four towels each under it","wolfe2","024_R_towels"
"A1RG62CQTBUGM0",139.985325,"a clean living room with a shelving unit to the left of the tv that has the largest shelf empty","a clean living room with a shelving unit to the left of the tv that has a clock in the largest shelf","wolfe2","043_R_clock"
"A1RG62CQTBUGM0",58.06681,"a pristine sitting room with a coffee table that holds multiple plants","a pristine sitting room with a coffee table that holds multiple plants and a book","wolfe2","074_R_book"
"A1RG62CQTBUGM0",65.743635,"a cluttered room with a hat and various clothes thrown on the bed","a cluttered room with various clothes thrown on the bed","wolfe2","105_R_hat"
"A1RG62CQTBUGM0",87.05803,"a fancy bedroom with a short glass sculpture to the right of the mirror","a fancy bedroom with a tall glass sculpture to the right of the mirror","wolfe2","048_R_art"
"A1RG62CQTBUGM0",86.10886,"an airy living room with nothing in the entertainment center shelf","an airy living room with something in the entertainment center shelf","wolfe2","017_R_wood"
"A1RG62CQTBUGM0",97.115505,"a modern kitchen with an island in the middle and two glass bulbous looking lights above it","a modern kitchen with an island in he middle and three glass bulbous looking lights above it","wolfe2","022_R_lamp"
"A1RG62CQTBUGM0",88.773105,"a very modern and fun looking child's bedroom that has an armoir with nothing on top of it","a very modern and fun looking child's bedroom that has an armoir with a model car on top of it","wolfe2","059_R_car"
"A1RG62CQTBUGM0",89.937995,"a white bathroom with wood accents that has one shelf above the wooden counter","a white bathroom with wood accents that has two shelves above the wooden counter","wolfe2","026_R_rack"
"A1RG62CQTBUGM0",110.88636,"an airy bedroom that has a nightstand next to the bed with a lamp and something black on the top shelf, and books on the bottom shelf","an airy beedroom that has a nightstand next to the bed with only a lamp on the top shelf, and books on the bottom shelf","wolfe2","121_R_car"
"A1RG62CQTBUGM0",85.97525,"a bathroom with dark accents that has a magnifyer mirror on the right side of the sink area below the shelf","a bathroom with dark accents that has only a shelf area on the right side of the sink area","wolfe2","100_R_mirror"
"A1RG62CQTBUGM0",73.335385,"there is a black and white cow eating bright green grass in a grassy area","this is a bright green grassy area with nothing on it","wolfe2","cow"
"A1RG62CQTBUGM0",71.575095,"there is an airplane heading in the direction of a sunset above the clouds","this is a pretty sunset with some clouds","wolfe2","airplane"
"A1SISJL5ST2PWH",77.73126,"a dining room area with a table, four chairs, a large mirror and three hanging candles on the wall","a dining room area with a table, four chairs, a large mirror and two hanging candles on the wall","wolfe2","099_R_sconce"
"A1SISJL5ST2PWH",90.991155,"a master bedroom with a side table that has a telephone and a lamp on it","a master bedroom with a side table that has a lamp on it","wolfe2","121_R_car"
"A1SISJL5ST2PWH",59.690555,"an office space with a possible touch screen computer","an office space with a computer and keyboard","wolfe2","021_R_keyboard"
