"workerId","RT","image_1_text","image_2_text","database","image"
"A128KELA9FWZHM",34.5976,"a living room with a wall-mounted tv and built-in shelves. one shelf is empty.","a living room with a wall-mounted tv and built-in shelves. one shelf holds a clock.","wolfe2","043_R_clock"
"A128KELA9FWZHM",37.488875,"a modern-looking bathroom with two shelves, one of which is empty and the other of which has one white bottle","a modern-looking bathroom with two shelves, one of which is empty and the other of which has two white bottles","wolfe2","032_R_bottle"
"A128KELA9FWZHM",61.49506,"a studio apartment or dorm room furnished in red, with small rugs in red and black","a studio apartment or dorm room furnished in red, with small rugs in blue, red, and black","wolfe2","055_R_carpet"
"A128KELA9FWZHM",29.03802,"a very modern-looking bedroom with a shiny white floor and no rugs","a very modern-looking bedroom with a shiny white floor and a round beige rug","wolfe2","009_R_carpet"
"A128KELA9FWZHM",32.185455,"a charming victorian-style fireplace with a photo and a clock on the mantelpiece","a charming victorian-style fireplace with a photo, a clock, and a small figurine on the mantelpiece","wolfe2","051_R_owl"
"A128KELA9FWZHM",28.91969,"an indoor-outdoor bar seating area with three wall-mounted lights","an indoor-outdoor bar seating area with four wall-mounted lights","wolfe2","014_R_lamp"
"A128KELA9FWZHM",33.239895,"a sunlit modern living room with one beam crossing the ceiling","a sunlit modern living room with two beams crossing the ceiling","wolfe2","031_R_log"
"A128KELA9FWZHM",27.51311,"a red and white bedroom with a small lamp in the corner","a red and white bedroom with no clutter or objects on the floor","wolfe2","090_R_lamp"
"A128KELA9FWZHM",17.134505,"a soft living room with an empty fireplace","a soft living room with a decorative item inthe fireplace","wolfe2","062_R_flowers"
"A128KELA9FWZHM",30.18766,"a modern dining room set for four, with a wine glass missing from one setting","a modern dining room set for four","wolfe2","061_R_glass"
"A128KELA9FWZHM",30.53897,"a modern white sofa with no blankets or throw cushions","a modern white sofa with no throw cushions, just a blanket and a magazine","wolfe2","056_R_comforter"
"A128KELA9FWZHM",23.054895,"a holstein cow in a bright green grass field","a bright green grass field with obvious photoshop manipulation","wolfe2","cow"
"A128KELA9FWZHM",16.782195,"a jet airplane flying into the sunset","a sunset over trees","wolfe2","airplane"
"A1V91Z2CQKMR55",127.29445,"there is a object behind a potted plant in this rustic room","there is just a wooden floor behind this potted plant in the rustic room","wolfe2","116_R_basket"
"A1V91Z2CQKMR55",121.29516,"there is an object sitting atop a table in this small cafe","there is a table and chairs in this small cafe","wolfe2","104_R_bottle"
"A1V91Z2CQKMR55",48.79005,"there is an empty bowl atop the countertop in this large kitchen","there is a fruit filled bowl atop the countertop in this large kitchen","wolfe2","041_R_fruit"
"A1V91Z2CQKMR55",45.1088,"there is an empty spot of the shelf between two items in this modern living room","there is a vase between two objects in this modern living room","wolfe2","033_R_vase"
"A1V91Z2CQKMR55",146.838595,"there is an empty fireplace in the small living room","there is something inside the fireplace in the small living room","wolfe2","062_R_flowers"
"A1V91Z2CQKMR55",27.29329,"the wall is bare in this spacious bathroom","there is a towel hook on the wall in this spacious bathroom","wolfe2","076_R_hook"
"A1V91Z2CQKMR55",33.23679,"there is a bare side table in this large meeting room","there is a photograph atop a side table in this large meeting room","wolfe2","067_R_painting"
"A1V91Z2CQKMR55",114.277155,"there is one piece of art on the right side of a shelf in the living room","there are two pieces of art on the right side of a shelf in the living room","wolfe2","025_R_vase"
"A1V91Z2CQKMR55",46.24155,"there is a gap between two countertops in this bathroom","there is a lower countertop that connects two countertops in this bathroom","wolfe2","030_R_drawer"
"A1V91Z2CQKMR55",57.47807,"the top blue drawer in the bedroom is missing a knob","all the drawers in the bedroom have knobs","wolfe2","083_R_knob"
"A1V91Z2CQKMR55",33.62133,"the center wall in the dining room is bare","the center wall of the dining room has a tall narrow piece of art.","wolfe2","038_R_art"
"A1V91Z2CQKMR55",43.35745,"there is a box on the right side of the large living room","there is nothing on the right side of the large living room","wolfe2","125_R_sofa"
"A1V91Z2CQKMR55",61.74352,"there is a cow in the middle of the green pasture","there is nothing in the way of this green pasture","wolfe2","cow"
"A1V91Z2CQKMR55",25.65527,"there is a plane in the sky during a sunset","there are clouds in the sky during a sunset","wolfe2","airplane"
"A2CWA5VQZ6IWMQ",74.51356,"a dresser in a corner of a bedrom with 6 drawers that all have handles except for one","a dresser in a corner of a bedroom with 6 drawers that all have handles","wolfe2","072_L_handle"
"A2CWA5VQZ6IWMQ",62.91944,"a bedroom with 2 candlesticks on a nightstand where only one has a candle","a bedroom with 2 candlesticks on a nightstand where both have a candle","wolfe2","010_L_candle"
"A2CWA5VQZ6IWMQ",74.37886,"a public restroom with a shower, sinks and a paper towel holder on the wall","a public restroom with a shower and sinks","wolfe2","106_L_toweldispenser"
"A2CWA5VQZ6IWMQ",82.55127,"a fireplace with a mirror in front of it with 3 tea lights on the corner of the hearth","a fireplace with a mirror in front of it with 2 tea lights on the corner of the hearth","wolfe2","095_L_candle"
"A2CWA5VQZ6IWMQ",91.246325,"a dressing room at a retailer with 3 unique stalls where at the end there is a clothes rack with 2 white garments on the far left","a dressing room at a retailer with 3 unique stalls where at the end there is a clothes rack with 1 white garment on the far left","wolfe2","107_L_shirts"
"A2CWA5VQZ6IWMQ",121.55182,"a living room with trees outside the window with a fireplace that has a mantle with flowers in the middle and 2 decorative pieces on either size","a living room with trees outside the window with a fireplace that has a mantle with flowers in the middle and 1 decorative piece on the right side","wolfe2","120_L_art"
"A2CWA5VQZ6IWMQ",77.1578,"a light colored tiled bathroom with double sinks, a bathtub and a glass shower with a soap dish","a light colored tiled bathroom with double sinks, a bathtub and a glass shower","wolfe2","027_L_soapdish"
"A2CWA5VQZ6IWMQ",45.761175,"a mud room with a pool outside with a small plant in the corner","a mud room with a pool outside","wolfe2","110_L_plant"
