"workerId","RT","image_1_text","image_2_text","database","image"
"A1Q33ANH0B9B1M",53.744,"a plain wall o home","a wall contain some light on it","wolfe2","084_R_light"
"A1Q33ANH0B9B1M",50.654,"in bedroom contain a table that have plates ","in bedroom contain a table tht have plin on it","wolfe2","082_R_bowl"
"A1Q33ANH0B9B1M",54.662,"in restroom wall that ave a single candle","in restroom wall that have  two candle","wolfe2","032_R_bottle"
"A1Q33ANH0B9B1M",45.222,"in hall wall tabl tht ave empty","in hall that have tv remote","wolfe2","023_L_remote"
"A1Q33ANH0B9B1M",14.747,"mirror on home","room wall on it","wolfe2","106_R_toweldispenser"
"A1Q33ANH0B9B1M",19.035,"nigt lamp on it","smll pot on table","wolfe2","006_R_vase"
"A1Q33ANH0B9B1M",34.946,"pro wall on it","wall ceiling lamp on it","wolfe2","075_R_light"
"A1Q33ANH0B9B1M",34.837,"nigt lamp on it","some design on night lamp","wolfe2","010_R_candle"
"A1Q33ANH0B9B1M",31.725,"table without hande","table hande","wolfe2","047_R_handle"
"A1Q33ANH0B9B1M",33.8," sink with plain handlesink wih ao","sink with som hndle","wolfe2","078_R_faucet"
"A1Q33ANH0B9B1M",21.379,"bottle on it","small spary on it","wolfe2","008_R_bottle"
"A1Q33ANH0B9B1M",15.257,"books on it","phooto frma eon it","wolfe2","065_R_cd"
"A1Q33ANH0B9B1M",15.965,"cow on th box","gras on t","wolfe2","cow"
"A1Q33ANH0B9B1M",19.878,"airplanesunlight","plain sunlight","wolfe2","airplane"
"A2PRLCEP7GEQXI",69.67323,"there are no books on the shelf","bookks appear to be on the shelf ","wolfe2","065_R_cd"
"A2PRLCEP7GEQXI",60.16124,"there is nothing by the lamp","there is a vase near the lamp ","wolfe2","006_R_vase"
"A2PRLCEP7GEQXI",31.7773,"paper towel dispenser on wall","wall is bare","wolfe2","106_R_toweldispenser"
"A2PRLCEP7GEQXI",54.244365,"there is no water handle","a water handle is installed","wolfe2","078_R_faucet"
"A2PRLCEP7GEQXI",52.725885,"the shelf is vacant","there is some type of bowl on the shelf","wolfe2","082_R_bowl"
"A2PRLCEP7GEQXI",58.7634,"only one item is in the window cell","there are two items on the window shelf","wolfe2","008_R_bottle"
"A2PRLCEP7GEQXI",36.15429,"there is nothing on the table","a remote control is on the table","wolfe2","023_L_remote"
"A2PRLCEP7GEQXI",38.0468,"the table is bare at the end","a book is on the table","wolfe2","074_R_book"
"A2PRLCEP7GEQXI",30.31962,"nothing is on the wall","a light is on the wall","wolfe2","084_R_light"
"A2PRLCEP7GEQXI",48.95379,"there is no light on the ceiling","there is a light in the cielin","wolfe2","075_R_light"
"A2PRLCEP7GEQXI",51.320395,"there is a light switch","the light switch is missing","wolfe2","085_R_switchboard"
"A2PRLCEP7GEQXI",37.69126,"the drawer does not have a handle","there is a handle on the drawer","wolfe2","047_R_handle"
"A2PRLCEP7GEQXI",37.583675,"a cow is present on the grass","the grass is empty","wolfe2","cow"
"A2PRLCEP7GEQXI",30.313145,"an airplane is flying","there is no airplane","wolfe2","airplane"
"A2YWCXYQYKC1MT",25.359,"book missing","none","wolfe2","074_R_book"
"A2YWCXYQYKC1MT",61.194,"none","none","wolfe2","085_R_switchboard"
"A2YWCXYQYKC1MT",19.335,"missing","missing","wolfe2","023_L_remote"
"A2YWCXYQYKC1MT",19.777,"books missing","none","wolfe2","065_R_cd"
"A2YWCXYQYKC1MT",9.766,"none","none","wolfe2","010_R_candle"
"A2YWCXYQYKC1MT",21.695,"rack sytle","none","wolfe2","082_R_bowl"
"A2YWCXYQYKC1MT",20.164,"light missingnone","none","wolfe2","084_R_light"
"A2YWCXYQYKC1MT",24.084,"ligt","none","wolfe2","075_R_light"
"A2YWCXYQYKC1MT",14.689,"none","none","wolfe2","118_R_shoes"
"A2YWCXYQYKC1MT",16.79,"stnd","noe","wolfe2","078_R_faucet"
"A2YWCXYQYKC1MT",19.927,"none","none","wolfe2","008_R_bottle"
"A2YWCXYQYKC1MT",31.232,"table","none","wolfe2","047_R_handle"
"A2YWCXYQYKC1MT",12.103,"cow","mising","wolfe2","cow"
"A2YWCXYQYKC1MT",12.479,"aeroplane","missing","wolfe2","airplane"
"A34U4186EW0B9X",107.40167,"a box shaped shelf contains an organized collection of media.","additional media appears in a shelf with a collection of media.","wolfe2","065_R_cd"
"A34U4186EW0B9X",74.068445,"a long coffeetable serves as a bedside table.","more items appear on the lower shelf of the coffee table which serves as a bedside stand.","wolfe2","082_R_bowl"
