"workerId","RT","image_1_text","image_2_text","database","image"
"A15TI4WONVDZDV",43.749,"the beautiflower flower has sit here","the beautifulflower has is not here","wolfe2","117_L_plant_sized"
"A15TI4WONVDZDV",41.836,"this room was shield one attched","this room was no shield","wolfe2","103_L_hook"
"A15TI4WONVDZDV",45.275,"this sofa setting in only white sofa","this add for block sofa","wolfe2","060_L_pillow"
"A15TI4WONVDZDV",44.386,"remote is no here","this remote is here","wolfe2","023_L_remote"
"A15TI4WONVDZDV",70.335,"this was one switch is missing","that is was four switchhere","wolfe2","068_L_faucet"
"A15TI4WONVDZDV",24.495,"juck was here","juck was missing","wolfe2","116_L_basket"
"A15TI4WONVDZDV",21.638,"one draw was missing","draw was here","wolfe2","053_L_handle"
"A15TI4WONVDZDV",13.205,"light for missing","light for here","wolfe2","044_L_light"
"A15TI4WONVDZDV",31.934,"dress was here","missing for dress","wolfe2","098_L_slippers"
"A15TI4WONVDZDV",24.996,"flower juck was here","flower juck was missing","wolfe2","124_L_vase"
"A15TI4WONVDZDV",39.834,"keyboard was missing","keyboard was here","wolfe2","021_L_keyboard"
"A15TI4WONVDZDV",15.3,"cup for missing","cup was here","wolfe2","007_L_soap"
"A15TI4WONVDZDV",49.618,"cow was here","cow wash mising","wolfe2","cow"
"A15TI4WONVDZDV",25.474,"plane was here","plane was missing","wolfe2","airplane"
"A1JM5XNB4NCZR6",107.8922,"a country kitcjen with many open shelves.one of the shelves has a bowl.","a country kitchen with many open shelves all of which haves bowls and other things.","wolfe2","079_L_bowl"
"A1JM5XNB4NCZR6",75.18077,"a small apartment living room with one bare wall.","a small apartment living room with two wall with hanging pictures.","wolfe2","005_L_mirror"
"A1JM5XNB4NCZR6",65.01251,"a bathroom tub with one light on the side","a bathroom tub with two lights on the side","wolfe2","044_L_light"
"A1JM5XNB4NCZR6",107.864445,"a restaruaunt seating area with an extra pillow on a seat","a restaraunt seating area with a seat with only one pillow","wolfe2","104_L_bottle"
"A1JM5XNB4NCZR6",44.179405,"a bedroom without an area rug","a bedroom with an area rug","wolfe2","009_L_carpet"
"A1JM5XNB4NCZR6",51.253215,"a home office without a keyboard","a home office with a keyboard","wolfe2","021_L_keyboard"
"A1JM5XNB4NCZR6",91.393895,"a dining room with a missing wine glass","a dining room with a wine glass at every setting","wolfe2","061_L_glass"
"A1JM5XNB4NCZR6",106.5445,"a room with shoes on the floor leading to the outdoors","a room without shoes on the floor","wolfe2","118_L_shoes"
"A1JM5XNB4NCZR6",67.493365,"a bathroom vanity with large bath towels","a bathroom vanity with large medium and small towels","wolfe2","024_L_towels"
"A1JM5XNB4NCZR6",112.89017,"a shwer area with a paper towel dispenser on the wall","a shower area","wolfe2","106_L_toweldispenser"
"A1JM5XNB4NCZR6",134.589895,"a bedroom with a bedside table with only a lamp","a bedroom with a bedside table and alamp and a vase","wolfe2","006_L_vase"
"A1JM5XNB4NCZR6",70.837855,"a play area without a toy next to shelves","a play area with a toy next to the shelves","wolfe2","081_L_football"
"A1JM5XNB4NCZR6",20.39377,"pasture with a cow","pasture","wolfe2","cow"
"A1JM5XNB4NCZR6",29.077585,"sky with a passenger jet","sky","wolfe2","airplane"
"A1JQOCNHYGSH6L",137.231,"including yellow box is emty","including yellow box is doll","wolfe2","081_L_football"
"A1JQOCNHYGSH6L",90.408,"box including see the plat","including box no plat","wolfe2","086_L_book"
"A1JQOCNHYGSH6L",66.737,"including box see  emty","including box in see the tap","wolfe2","068_L_faucet"
"A1JQOCNHYGSH6L",59.213,"box in no light","box inside n light","wolfe2","044_L_light"
"A1JQOCNHYGSH6L",48.885,"box including emtey","box including in dustpin","wolfe2","057_L_bin"
"A1JQOCNHYGSH6L",48.898,"left box is empty","right box is wall mark","wolfe2","019_L_lamp_sized"
"A1JQOCNHYGSH6L",91.206,"daining hall box is no lamp","daining hall box ia lamp","wolfe2","064_L_bottles"
"A1JQOCNHYGSH6L",31.217,"bedroom box is lamp","bedroom box is no lamp","wolfe2","090_L_lamp"
"A1JQOCNHYGSH6L",30.061,"see the box","no the box","wolfe2","102_L_shoppingbag"
"A1JQOCNHYGSH6L",43.473,"garden no modern tree","see the garden let see the modern tree","wolfe2","018_L_plant"
"A1JQOCNHYGSH6L",40.469,"wall in photo frame","wall in no photo frame","wolfe2","089_L_poster"
"A1JQOCNHYGSH6L",45.955,"washing room  ni little tap","see the wash room  little tap","wolfe2","078_L_faucet"
"A1JQOCNHYGSH6L",46.866,"yellow box including cow","including box in no cow empty","wolfe2","cow"
"A1JQOCNHYGSH6L",48.057,"fly the flight","not fly the flight in empty sky","wolfe2","airplane"
"A1OLJCLS6SVK7I",35.32725,"a well lit white living room with a white box","a well lit white living room","wolfe2","102_L_shoppingbag"
"A1OLJCLS6SVK7I",27.048995," a bedroom with many mirrors and a single candle","a bedroom with many mirrors and two candles","wolfe2","010_L_candle"
"A1OLJCLS6SVK7I",49.0224,"a dining room with two wine glasses on the table","a dining room with three wine glasses on the table","wolfe2","061_L_glass"
"A1OLJCLS6SVK7I",29.463325,"a high end modern living room with a single hanging light","a high end modern living room with two hanging lights","wolfe2","013_L_lamp"
"A1OLJCLS6SVK7I",28.579895,"a open spaced room with a potted plant","a open spaced room with an empty table","wolfe2","117_L_plant_sized"
"A1OLJCLS6SVK7I",30.90903,"a modern kitchen with 4 stools, 3 of which have foot rests","a modern kitchen with 4 stools and all have their foot rest","wolfe2","077_L_footrest"
"A1OLJCLS6SVK7I",59.034885,"a white mantle with 4 decorations sitting on it","a white mantle with 5 decorations sitting on it","wolfe2","051_L_owl"
"A1OLJCLS6SVK7I",28.991255,"a high end living room with a bookcase","a high end livig room with a bookcase that has a clock on it","wolfe2","043_L_clock"
"A1OLJCLS6SVK7I",27.79091,"a lavish bathroom with two faucets","a lavish bathroom with 3 faucets","wolfe2","068_L_faucet"
"A1OLJCLS6SVK7I",34.254045,"a frilly bedroom with a fur table","a frilly bedroom with a fur table with something on it","wolfe2","058_L_clutch"
"A1OLJCLS6SVK7I",31.954615,"a bedroom with a nightstand table","a bedroom with a nightstand table that has fake fruits on it","wolfe2","035_L_fruit"
