"workerId","RT","image_1_text","image_2_text","database","image"
"A147F5PJTHOB8A",94.16006,"a dimly-lit hotel room with a couch, 3 lamps, and a coffee table with a small object on it.","a dimly-lit hotel room with a couch, 3 lamps, and a coffee table with a small, dark object on it.","wolfe2","046_R_remote"
"A147F5PJTHOB8A",170.09673,"a bright and sunny children's room with white bunk beds, a colorful carpet, a small white table with a small blue and a small green chair, and a colorful cabinet with white knobs","a bright and sunny children's room with white bunk beds, a colorful carpet, a small white table with a small blue chair and a small green chair, and a colorful cabinet with white knobs on some of the drawers.","wolfe2","083_R_knob"
"A147F5PJTHOB8A",83.93135,"a dimly-lit bedroom with a bed, night table, dresser, large mirror, and 3 pictures on the wall","a dimly-lit bedroom with a bed, night table, dresser, large mirror, and 4 pictures on the walls","wolfe2","049_R_painting"
"A147F5PJTHOB8A",98.08452,"a bright living room with white walls, a beige sofa and chairs, and tan decorative pillows on the sofa","a bright living room with white walls, a biege sofa and chairs, with tan and dark decorative pillows on the sofa.","wolfe2","060_R_pillow"
"A147F5PJTHOB8A",115.826495,"a bright living room set up with a mirror, a coffee table, and candles in light votives and a candle in a dark votive on the fireplace","a bright living room set up with a mirror, a coffee table, and candles in light colored votives on the fireplace","wolfe2","095_R_candle"
"A147F5PJTHOB8A",124.24163,"a bedroom with a large window, mustard-yellow accents, and a dark bedside table","a bedroom with a large window, mustard-yellow accents, and a dark bedside tablewith and electronic device on it.","wolfe2","045_R_musicdock"
"A147F5PJTHOB8A",90.807915,"a glass-enclosed sunroom with plants, a couch, a coffee table, and pottery on the floor","a glass-enclosed sunroom with a couch, a coffee table, a chair, and a potted plant on the floor","wolfe2","111_R_pot"
"A147F5PJTHOB8A",54.65441,"a dressing room with 4 large mirrors, a stool, and a clothing rack with clothes on it.","a dressing room with 4 large mirrors, a stool, and a clothing rack with some clothes on it.","wolfe2","107_R_shirts"
"A147F5PJTHOB8A",127.0842,"a living room with cream-color furnature, a white fireplace, large windows, and a decorative item on the fireplace mantle","a living room with cream color furnature, a white fireplace with a white mantle, large windows, and tan walls","wolfe2","120_R_art"
"A147F5PJTHOB8A",127.207995,"a living space with a black wall, a white wall, a black chair and a white chair, and 6 wall-mounted lights","a living space with a black wall and a white wall, black furnature and white furnature, 6 wall-mounted lights, and a white decorative object","wolfe2","066_R_vase"
"A147F5PJTHOB8A",95.83537,"a sunroom with large windows, white chairs, a blue and white rug, and a white table","a sunroom with large windows, white table and chairs, a blue and white rug, and ","wolfe2","124_R_vase"
"A147F5PJTHOB8A",113.697625,"a large waiting room with green carpet, green chairs, and large windows","a large waiting room with green carpet, green chairs, large windows, and brown cafeteria-type chairs","wolfe2","122_R_chair"
"A147F5PJTHOB8A",89.54302,"a pasture with lush green grass, with a black and white cow facing to the left, eating the grass off of the ground, and a small bush on the ground behind the cow","a field of green grass with a small green bush on the ground to the right of the photo","wolfe2","cow"
"A147F5PJTHOB8A",101.380605,"a beautifly-lit sky with shakes of orange, yellow, purple, and indigo, with an airplaine soaring twoards the clouds","a beautifly-lit sky with shades of orange, yellow, purple and indigo with light and dark clouds","wolfe2","airplane"
"A18QU0YQB6Q8DF",155.793635," a roomy and spacious room that encourages relaxtion.  appears to have small chairs for visitors to relax in.","a roomy and spacious place that encourages people to think and act quietly while they relax.  they appear to be missing a chair in this view.","wolfe2","122_R_chair"
"A18QU0YQB6Q8DF",129.602585,"a lovely room with an enticing view of nature.  a small piece of art is sitting on the floor.","the view is not distracted by anything.  there is a small corner of the carpet but otherwise, the view is very appealing.","wolfe2","124_R_vase"
"A18QU0YQB6Q8DF",120.59378,"a very luxurious bathroom designed for comfort and relationation.  ","a very relaxing room with plenty of storage space in the cabinets ","wolfe2","037_R_towel"
"A18QU0YQB6Q8DF",173.104835,"this would be a vacation home to stay and enjoy.  the pool is spacious and just enough shade that you don't burn.","there appears to be an empty space for a plant.  there are many plants that are  taking up residence here.","wolfe2","123_R_pot"
"A18QU0YQB6Q8DF",139.06488,"the beige wall is waiting for the right decor to liven the bathroom up abit.","the decor that is in this image, seems to promote a healthy body image.  the space is nice and roomy.","wolfe2","076_R_hook"
"A18QU0YQB6Q8DF",144.800145,"this appears to be ready and waiting for clients.  the photo provides some much needed color to the area.","the bare wall needs a little splash of color.  otherwise, it is ready for clients.","wolfe2","089_R_poster"
"A18QU0YQB6Q8DF",179.952695,"this room looks comfortable and plain at the same time.  the outlet, maybe, in the middle provides a little variety.","the missing outlet would probably not be noticed by someone who wasn't expecting it.  the room is plain but the photo does help a little.","wolfe2","093_R_switch"
"A18QU0YQB6Q8DF",115.029075,"the image is blending and matches with grace.   the item, likely shoes, on the floor, give it a suggestion of peace or home.","this image is a little severe.  it needs something more than the carpet strip to give it a comfortable appearance.","wolfe2","098_R_slippers"
"A18QU0YQB6Q8DF",106.52778,"this image is plain and boring.  it needs color and some variety to make it better.","the drawer doesn't really help the plainess of this room.  still needs color or a pop of something.","wolfe2","030_R_drawer"
"A18QU0YQB6Q8DF",138.080995,"i see a well organized closet.  i would get lost in a closet this organized.  the photo on the dresser does give this a little poof and makes it not appear so startched.","missing the photo on the dresser, it makes it evident that someone lives here with something a part of them.  without it, just plain and bland.","wolfe2","108_R_boa"
"A18QU0YQB6Q8DF",136.114945,"the red makes this room look inviting and virile.  it is a great use of space.  there seems to be a bowl or other dish missing.","in this photo, the dish makes the room appear more put together and more complete.","wolfe2","036_R_bowl"
"A18QU0YQB6Q8DF",104.0981,"i really think that this image provides a classic home.  there should really be more lights in this area but overall it looks great.","i love the extra lighting.  the whole decor is welcoming.","wolfe2","075_R_light"
"A18QU0YQB6Q8DF",61.1574,"a black and white cow standing in a field of green grass.","a lovely section of green gas somewhere in a field.  ","wolfe2","cow"
"A18QU0YQB6Q8DF",77.638365,"a plane departing on a journey, with the sun lighting it's path","a sky that seems to have fog and or mountains in the view.  a lovely landscape scene.","wolfe2","airplane"
"A1JDWUFGRRZS64",50.928,"yellow box in table","yellow box marked in floor and glass","wolfe2","102_L_shoppingbag"
"A1JDWUFGRRZS64",67.645,"yellow box marked in table","yellow box mark in bowl in table","wolfe2","046_L_remote"
"A1JDWUFGRRZS64",74.965,"yellow box in table","yellow box in cloth ","wolfe2","058_L_clutch"
"A1JDWUFGRRZS64",58.067,"yellow box marked in yellow box","yellow box marked in table","wolfe2","086_L_book"
"A1JDWUFGRRZS64",69.136,"yellow box marked in chair steel","yellowbox marked in chair footrest","wolfe2","077_L_footrest"
"A1JDWUFGRRZS64",48.207,"yellow box in mark chimney","yellow box in marked chimney and wood","wolfe2","054_L_firewood"
"A1JDWUFGRRZS64",70.729,"yellow box marked in shelf","yellow box in marked to shelf and box","wolfe2","017_L_wood"
"A1JDWUFGRRZS64",47.391,"yellow box in marked to wall","yellow box marked in home theater speaker","wolfe2","052_L_speaker"
"A1JDWUFGRRZS64",98.644,"yellow box marked in little pot","yellow box in marked to floor andflower pot","wolfe2","111_L_pot"
"A1JDWUFGRRZS64",61.525,"yellow mark in red lamp","yellow mark in wall","wolfe2","101_L_cup"
"A1JDWUFGRRZS64",40.582,"yellow mark in shelf","yellow mark in books","wolfe2","050_L_book"
"A1JDWUFGRRZS64",38.332,"yellow mark in cloths to bed","yellow mark in bed","wolfe2","105_L_hat"
"A1JDWUFGRRZS64",25.145,"yellow mark in cow ","yellow mark in grass","wolfe2","cow"
"A1JDWUFGRRZS64",23.238,"yellow mark in flight","yellow mark in sky","wolfe2","airplane"
"A1N1ULK71RHVMM",31.591905,"a red and white kitchen with bowls on a shelf","a red and white colored kitchen with 6 bowls on a shelf","wolfe2","036_L_bowl"
"A1N1ULK71RHVMM",54.919595,"a dining room with table and chairs, a window view, and one bottle under a mirror","a dining room with table and chairs, a window view, and bottles under a mirror","wolfe2","064_L_bottles"
"A1N1ULK71RHVMM",19.964595,"a living room with glass windows and a plant","a living room with glass windows","wolfe2","117_L_plant_sized"
"A1N1ULK71RHVMM",33.03068,"a room with furniture looking out at table on patio and shoes next to plant","a room with furniture looking out at table on patio with a plant","wolfe2","118_L_shoes"
"A1N1ULK71RHVMM",16.37464,"flowery couch and chair with basket","flowery couch and chair","wolfe2","112_L_basket"
"A1N1ULK71RHVMM",19.5889,"blue bathroom with window shelf","blue bathroom with window shelf with bottle on shelf","wolfe2","008_L_bottle"
"A1N1ULK71RHVMM",20.3379,"white living room with coffee table","white living room with coffee table and book on it","wolfe2","074_L_book"
"A1N1ULK71RHVMM",31.582645,"modern looking space with black white and red furniture","modern living space with black, white and red furniture including a pole","wolfe2","066_L_vase"
"A1N1ULK71RHVMM",30.066325,"hotel bedroom with yellow and black decor","hotel bedroom with yellow and black decor and clock radio","wolfe2","045_L_musicdock"
"A1N1ULK71RHVMM",44.04549,"a living room with couches facing a flat screen tv","a living room with courches facing a flat screen tv and three speakers","wolfe2","052_L_speaker"
"A1N1ULK71RHVMM",30.13434,"a fireplace, table, mirror and bookshelf all wooden","a wooden fireplace, table, mirror and bookshelf with candles","wolfe2","069_L_things"
"A1N1ULK71RHVMM",21.726845,"a kitchen with a blue bowl on the counter","a kitchen with a blue bowl on the counter full of oranges","wolfe2","041_L_fruit"
"A1N1ULK71RHVMM",11.91213,"grass with a cow","a green grassy field","wolfe2","cow"
"A1N1ULK71RHVMM",14.166465,"sky at dusk with airplane","sky at dusk","wolfe2","airplane"
"A1NCO5A4JYHGKQ",109.26019,"a clean looking kitchen with  four mugs and one bowl on shelf under cabinets to left of stove","a clean looking kitchen with four mugs and two bowls on shelf under cabinets to left of stove","wolfe2","036_R_bowl"
"A1NCO5A4JYHGKQ",56.75099," a contemporary space with a box under the center window","a contemporary space with nothing under the center window","wolfe2","102_R_shoppingbag"
"A1NCO5A4JYHGKQ",152.550925,"a barber shop with a picture of woman with red hair between station that has a picture of a woman with black hair on the other side of station","a barber shop with a picture of a woman with black hair between the stations","wolfe2","089_R_poster"
"A1NCO5A4JYHGKQ",40.170055,"an office space in a home with a vase on the floor","an office space in a home ","wolfe2","124_R_vase"
"A1NCO5A4JYHGKQ",102.642315,"a gathering room or lobby in an upscale cabin resort with a small decorative tree in the far corner","a gathering room or lobby in upscale cabin resort","wolfe2","113_R_plant"
"A1NCO5A4JYHGKQ",72.07326,"an outdoor space at a contemporary home with white exterior","an outdoor space that has a floodlight at a contemporary home with white exterior","wolfe2","019_R_lamp_sized"
"A1NCO5A4JYHGKQ",106.9677,"a contemporary living room leading out to an outdoor space with a black box on a pedestool in the far corner","a contemporary living room leading out to an outdoor space with a black statue on a pedestool in the far corner","wolfe2","016_R_art"
"A1NCO5A4JYHGKQ",76.387035,"a clean traditional living room with a plant on a small table by the door leading outside","a clean traditional living room with nothing on the table by the door leading outside","wolfe2","117_R_plant_sized"
