"workerId","RT","image_1_text","image_2_text","database","image"
"A16SH7JUOTPBP",48.46,"without light","with in light","wolfe2","019_L_lamp_sized"
"A16SH7JUOTPBP",23.912,"without remote","with in remote","wolfe2","023_L_remote"
"A16SH7JUOTPBP",56.481,"with in black object","without black object","wolfe2","104_L_bottle"
"A16SH7JUOTPBP",37.17,"without one object","with in two object","wolfe2","028_L_vase"
"A16SH7JUOTPBP",31.986,"with out canditale","with in canditale","wolfe2","064_L_bottles"
"A16SH7JUOTPBP",41.522,"with out tower","with in tower","wolfe2","004_L_electricalgrid"
"A16SH7JUOTPBP",46.915,"without electronic object","with in electronic objct","wolfe2","017_L_wood"
"A16SH7JUOTPBP",31.009,"with in cup","with out cup","wolfe2","114_L_bird"
"A16SH7JUOTPBP",15.489,"with in car","wihout car","wolfe2","121_L_car"
"A16SH7JUOTPBP",29.356,"withi light lamp","without light lamp","wolfe2","090_L_lamp"
"A16SH7JUOTPBP",37.127," without award","with in award","wolfe2","043_L_clock"
"A16SH7JUOTPBP",42.126,"with out flask","with in flask","wolfe2","006_L_vase"
"A16SH7JUOTPBP",34.212,"with in cow","with out cow","wolfe2","cow"
"A16SH7JUOTPBP",43.892,"with in airplane","with out airplane","wolfe2","airplane"
"A1AOFLBJO1XS5V",108.542615,"a hotel room with two beds and a plug next to each bed.","a hotel room with two beds and a plug next to one of the beds","wolfe2","093_L_switch"
"A1AOFLBJO1XS5V",105.227465,"aa nice kitchen with marble counter tops an island and a what looks like pasta next to a double oven","a nice well lit kitchen with hardwood floors and what looks like dry pasta next to a double oven.","wolfe2","073_L_coffeemug"
"A1AOFLBJO1XS5V",113.17554,"a modern bathroom with a tub filling with water and a hand towel or a vase on the vanity","a modern bathroom with a tub filling with water and two hand towels or vases on the vanity","wolfe2","028_L_vase"
"A1AOFLBJO1XS5V",48.487675," a red public restroom with a window at the reflecting in a wall mirror","a red public restroom with thre sinks and a chair infront of a wall mirror.","wolfe2","091_L_airfreshener"
"A1AOFLBJO1XS5V",40.240805,"a bathrom with two bowl shaped sinks with the one on the right  missing a faucet","a bathroom with two bowl shaped sinks and two faucets.","wolfe2","042_L_tap"
"A1AOFLBJO1XS5V",54.000995," a bedroom with a mirrored closet and on the bed are some clothes and a red striped purse","a bedroom with a mirrored closet and on the bed are some clothes","wolfe2","105_L_hat"
"A1AOFLBJO1XS5V",48.849915,"a bathroom with a tub connected to the shower and a light on the wall of the tub","a bathroom with a tub connected to the shower and two lights on the wall of the tub.","wolfe2","044_L_light"
"A1AOFLBJO1XS5V",31.58033,"a windowed room of a house looking to a pool with a shrub in the corner of the room","a windowed room of a house looking to a pool.","wolfe2","110_L_plant"
"A1AOFLBJO1XS5V",37.117375,"a closet with a dresser at the end with a blue thing on top","a closet with a dresser and many clothes","wolfe2","108_L_boa"
"A1AOFLBJO1XS5V",35.67804,"a bedroom with a swan picture and blue walls","a bedroom with a swan picture and blue walls and a hanging mirror near the corner of the room","wolfe2","001_L_mirror"
"A1AOFLBJO1XS5V",31.69983,"a bedroom with a sitting area near the bed","a bedroom with a sitting area on top of a circular rug","wolfe2","009_L_carpet"
"A1AOFLBJO1XS5V",34.468205,"a hotel room with yellow designed carpet and a night stand","a hotel room with yellow designed carpet and an ipod on the night stand","wolfe2","045_L_musicdock"
"A1AOFLBJO1XS5V",10.544265," a field with a cow","a field","wolfe2","cow"
"A1AOFLBJO1XS5V",20.35053,"the sky at dusk with a flying plane","the sky at dusk","wolfe2","airplane"
"A1TSD3O3C3ZUT6",32.58973,"a modern looking kitchen with a black shelf in its background","a modern looking kitchen with a plant on the counter","wolfe2","080_R_plant"
"A1TSD3O3C3ZUT6",36.807525,"a bright two toneliving room with a white pillow on the sofa","a bright two tone living room with a black pillow on the sofa","wolfe2","060_R_pillow"
"A1TSD3O3C3ZUT6",38.4362,"a wide open conference room with tan chairs at tables","a wide open conference room with green carpet ","wolfe2","122_R_chair"
"A1TSD3O3C3ZUT6",40.861125,"a study with suttle colors and a fireplace on thewall","a study with suttle colors and a ready to lit fireplace on the wall","wolfe2","054_R_firewood"
"A1TSD3O3C3ZUT6",45.36922,"a sun room near a pool wih a plant in the corner near window","a sun room near a pool with bright windows looking outside","wolfe2","110_R_plant"
"A1TSD3O3C3ZUT6",35.00109,"a dining area froma  restaurant with three lights on the wall","a dining area from a restaurant with four lights on the wall","wolfe2","014_R_lamp"
"A1TSD3O3C3ZUT6",37.38605,"a classic style living room with fireplace and a shelf to the righta","a classic style living room with fireplace and a object on the shelf to the right","wolfe2","069_R_things"
"A1TSD3O3C3ZUT6",42.016165,"a grand style master bedroom with a white nightstand to the right","a granddstyle master bedroom with a object on the nightstand to the right","wolfe2","082_R_bowl"
"A1TSD3O3C3ZUT6",41.402375,"a hair salon with paintings on thewall","a hair salon with two paintings on the wall","wolfe2","089_R_poster"
"A1TSD3O3C3ZUT6",34.03558,"a bathroom with a mirror mounted on the ight of the walla ","a small mirror with a towl rack to the right of the wall","wolfe2","100_R_mirror"
"A1TSD3O3C3ZUT6",46.71077,"a bathroom with a big bathtub with no overflow","a bathroom with a big bathtub with an overflow","wolfe2","012_R_tubaccesory"
"A1TSD3O3C3ZUT6",45.94448,"a grand bedroom with stripped wallpaper","a grand bedroom with a vase to the right of the sofa","wolfe2","048_R_art"
"A1TSD3O3C3ZUT6",8.91648,"a pasture with a cow","a green pasture","wolfe2","cow"
"A1TSD3O3C3ZUT6",15.735705,"airplaine in a sky","a bright sky","wolfe2","airplane"
"A1YKNS9NBBMREX",41.92058,"miss shampoo bottle","shampoo bottle","wolfe2","032_L_bottle"
"A1YKNS9NBBMREX",29.20313,"fish bottle","fish bottile miss ","wolfe2","096_L_painting"
"A1YKNS9NBBMREX",14.79355,"time miss","time","wolfe2","043_L_clock"
"A1YKNS9NBBMREX",15.45741,"mirror","mirror here","wolfe2","001_L_mirror"
"A1YKNS9NBBMREX",18.338635,"human","no human","wolfe2","104_L_bottle"
"A1YKNS9NBBMREX",10.823825,"hole","no hole","wolfe2","093_L_switch"
"A1YKNS9NBBMREX",9.41447,"photo","no photo","wolfe2","089_L_poster"
"A1YKNS9NBBMREX",27.004445,"no lamp","lamp","wolfe2","070_L_lamp"
"A1YKNS9NBBMREX",22.456705,"no parrot","parrot","wolfe2","003_L_ducks"
"A1YKNS9NBBMREX",13.40904,"space","no spce","wolfe2","017_L_wood"
"A1YKNS9NBBMREX",14.92616,"no glass","glass","wolfe2","076_L_hook"
"A1YKNS9NBBMREX",10.71609,"water","waterno","wolfe2","048_L_art"
"A1YKNS9NBBMREX",7.687275,"cow","no cow","wolfe2","cow"
"A1YKNS9NBBMREX",7.72032,"flight","no flight","wolfe2","airplane"
"A21KIPVSNNAHG0",64.650255,"hole","hole     no  ","wolfe2","093_L_switch"
"A21KIPVSNNAHG0",20.576315,"bulb","balb","wolfe2","044_L_light"
"A21KIPVSNNAHG0",20.91047,"frame","frame","wolfe2","040_L_painting"
"A21KIPVSNNAHG0",24.215195,"glass","glass","wolfe2","096_L_painting"
"A21KIPVSNNAHG0",18.72005,"bakk","balk","wolfe2","058_L_clutch"
"A21KIPVSNNAHG0",23.258105,"knife","knife","wolfe2","010_L_candle"
"A21KIPVSNNAHG0",211.097325,"flower","flower","wolfe2","073_L_coffeemug"
"A21KIPVSNNAHG0",16.813415,"deck","deck","wolfe2","003_L_ducks"
"A21KIPVSNNAHG0",37.1206,"glass","glass","wolfe2","009_L_carpet"
"A21KIPVSNNAHG0",48.72499,"watach","watach","wolfe2","114_L_bird"
"A21KIPVSNNAHG0",11.896935,"wood","wood","wolfe2","026_L_rack"
"A21KIPVSNNAHG0",17.50335,"lamp","lamp","wolfe2","090_L_lamp"
"A21KIPVSNNAHG0",11.89738,"cow","cow","wolfe2","cow"
"A21KIPVSNNAHG0",17.30104,"flight","flight","wolfe2","airplane"
"A23FEELMFHLC9K",48.04484,"a living room with a white couch with shite cushions on it.","a living room with a large white couch, with white cushions and a brown blanket","wolfe2","056_R_comforter"
"A23FEELMFHLC9K",45.531165,"an indoor patio with a pool on the outside of it and a bush in the corner of the patio.","an indoor patio with a pool in the backyard and brown carpeting in the patio area","wolfe2","110_R_plant"
"A23FEELMFHLC9K",42.039815,"a large living area with modern looking furniture and a picture on the wall","a large living room filled with modern furniture and white walls.","wolfe2","119_R_painting"
"A23FEELMFHLC9K",43.25995,"a large living area with a lot interesting looking furniture including an orange pillow on a white couch.","a large living room with a lot of interesting furniture and a white couch.","wolfe2","109_R_pillow"
"A23FEELMFHLC9K",53.373685,"a living area with fancy decor, white couches and white walls.","a mostly white living area with white couches, white walls, and a candle holder hanging on the wall","wolfe2","070_R_lamp"
"A23FEELMFHLC9K",62.26596,"a bedroom with silver and white furniture and a white dresser.","a bedroom with silver and white furniture with a white dresser and a silver handle.","wolfe2","047_R_handle"
"A23FEELMFHLC9K",64.063875,"a small living area with brown furniture, and a brown fireplace, as well as a brown shelf","a small living area with wooden material furniture and a decorations on the brown shelf","wolfe2","069_R_things"
"A23FEELMFHLC9K",38.293865,"a dining room with dark colored wood furniture and a brown shelf in the back","a dining room with dark colored wood furniture and a brown shelf in the back with wine glasses","wolfe2","061_R_glass"
"A23FEELMFHLC9K",234.82832,"a kitchen with high end appliances and white walls and cabinets","a kitchen with high end appliances and white walls and cabinets, and hanging bulbs.","wolfe2","022_R_lamp"
"A23FEELMFHLC9K",44.324365,"a white and blue bathroom with white countertop and sink","a white and blue bathroom with a white countertop and sink with silver handles.","wolfe2","044_R_light"
"A23FEELMFHLC9K",49.63335,"a section of a living area with a lot of decor and a white mantle","a section of a living area with a lot of decor and a figurine on top of a white mantle","wolfe2","051_R_owl"
"A23FEELMFHLC9K",38.622495,"a full stocked kitchen with white and black furniture and a tall black shelf","a fully stocked kitchen with white and black furniture and a tall black shelf, and a plant","wolfe2","080_R_plant"
"A23FEELMFHLC9K",20.260925,"a green pasture with a cow eating grass","a green pasture with patches of darker green","wolfe2","cow"
"A23FEELMFHLC9K",40.35345,"an airplane flying through the sky over a sunset and clouds on the horizon","an evening sky with a sunset and clouds ","wolfe2","airplane"
"A264IIPEPPV2BS",108.372615,"a nice study room with beautiful view outside","a nice study room with beautiful view outside a small side table is missing in this image. ","wolfe2","102_L_shoppingbag"
"A264IIPEPPV2BS",82.221655,"a fully furnished dining table with nice paintings in the side wall","a fully furnishe dining room with three nice paintings in the wall just above the cupboard. ","wolfe2","040_L_painting"
"A264IIPEPPV2BS",60.96724,"a nice bedroom with large glass wall with green view outside and comforting couch","a nice bedroom with large glass wall with green view outside with comforting couch and side lamp","wolfe2","048_L_art"
"A264IIPEPPV2BS",185.293935,"a fully furnished bathroom with beautiful pictures on the walls","a fully furnished bathroom with beautiful pictures on the wall with a missing glass on the right of sink","wolfe2","028_L_vase"
"A264IIPEPPV2BS",116.49864,"a beautiful living with nice white couch and chic coffee table and beautiful view outside","a beautiful living room with nice white couch and chic coffee table and beautiful scenery outside and a small sculpture on the left pillar.","wolfe2","016_L_art"
"A264IIPEPPV2BS",62.520665,"a bedroom with large painting on the wall with a switch between two beds","a beautiful bedroom with a large paining on the wall and missing switch between two beds","wolfe2","093_L_switch"
