consent_response.keys,consent_response.rt,key_resp_2.keys,key_resp_2.rt,user_resp.keys,user_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,image_1_text,image_2_text,database,image,number,age,worker_ID,date,expName,psychopyVersion,OS,frameRate,hitId,workerId,assignmentId,a,tp_a,b,tp_b,c,tp_c,catch_same_resp.keys,catch_same_resp.rt,image_1_text_catch_same,image_2_text_catch_same,image_catch_same,catch_different_resp.keys,catch_different_resp.rt,image_1_text_catch_different,image_2_text_catch_different,image_catch_different
space,3.77828,space,7.69232,5,5.733455,0,0,0,263,1,"a clean , contemporary bathroom with the tub filling up and one plaque on the bench at the far corner","a clean, contemporary bathroom with the tub filling up and two plaques on the bench at the far corner",wolfe2,028_R_vase,2,26,A324M5ZRHX7RUV,2021-01-24_21h09.03.908,MetaAwareness,2020.1.2,Win32,60,3BA7SXOG1KT6KXEBT30FSW0YJI8R8U,A324M5ZRHX7RUV,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,R9LS3,R9LS3,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,271073,271073,,,,,,,,,,
,,,,4,10.71416,0,1,1,328,1,wood sofa table in bedroom with browns and blues,wood sofa table with decoration on it in bedroom with browns and blues,wolfe2,035_R_fruit,2,26,A324M5ZRHX7RUV,2021-01-24_21h09.03.908,MetaAwareness,2020.1.2,Win32,60,3BA7SXOG1KT6KXEBT30FSW0YJI8R8U,A324M5ZRHX7RUV,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,R9LS3,R9LS3,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,271073,271073,,,,,,,,,,
,,,,5,16.0961,0,2,2,873,1,the bedroom has a yellow spread with a nature scene above the bed. the closet has two glass doors. on the headboard of the bed there is a hole on the right side near the top.,"the headboard has a yellow spread with a scenic picture above the bed. there is a closet with two mirrored doors. on the right of the headboard of the bed, there is a hole on the right side near the top.",wolfe2,093_R_switch,4,26,A324M5ZRHX7RUV,2021-01-24_21h09.03.908,MetaAwareness,2020.1.2,Win32,60,3BA7SXOG1KT6KXEBT30FSW0YJI8R8U,A324M5ZRHX7RUV,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,R9LS3,R9LS3,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,271073,271073,,,,,,,,,,
,,,,4,4.95135,0,3,3,926,1,"a sleek, modern bathroom with two sinks and a large mirror","a sleek, modern bathroom with two sinks, a large mirror and a smaller mirror",wolfe2,100_R_mirror,3,26,A324M5ZRHX7RUV,2021-01-24_21h09.03.908,MetaAwareness,2020.1.2,Win32,60,3BA7SXOG1KT6KXEBT30FSW0YJI8R8U,A324M5ZRHX7RUV,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,R9LS3,R9LS3,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,271073,271073,,,,,,,,,,
,,,,4,3.63493,0,4,4,428,1,a bedroom with a dresser with three symbols on it,a bedroom with a dresser with four symbols on it,wolfe2,047_L_handle,1,26,A324M5ZRHX7RUV,2021-01-24_21h09.03.908,MetaAwareness,2020.1.2,Win32,60,3BA7SXOG1KT6KXEBT30FSW0YJI8R8U,A324M5ZRHX7RUV,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,R9LS3,R9LS3,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,271073,271073,,,,,,,,,,
,,,,3,4.181915,0,5,5,522,1,a living room with a large white couch and brown carpet.,a living room with a large white couch and brown carpet. a small blanket laying on the couch.,wolfe2,056_R_comforter,7,26,A324M5ZRHX7RUV,2021-01-24_21h09.03.908,MetaAwareness,2020.1.2,Win32,60,3BA7SXOG1KT6KXEBT30FSW0YJI8R8U,A324M5ZRHX7RUV,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,R9LS3,R9LS3,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,271073,271073,,,,,,,,,,
,,,,4,4.86464,0,6,6,87,1,a white bedroom with 1 candle on the nightstand,a white bedroom with 2 candles on the nightstand,wolfe2,010_L_candle,1,26,A324M5ZRHX7RUV,2021-01-24_21h09.03.908,MetaAwareness,2020.1.2,Win32,60,3BA7SXOG1KT6KXEBT30FSW0YJI8R8U,A324M5ZRHX7RUV,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,R9LS3,R9LS3,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,271073,271073,,,,,,,,,,
,,,,4,5.06654,0,7,7,1044,1,an antique styled room with french doors opening to a stone patio with four items on the table,an antique styled room with french doors opening to a stone path with three items on the table,wolfe2,114_L_bird,4,26,A324M5ZRHX7RUV,2021-01-24_21h09.03.908,MetaAwareness,2020.1.2,Win32,60,3BA7SXOG1KT6KXEBT30FSW0YJI8R8U,A324M5ZRHX7RUV,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,R9LS3,R9LS3,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,271073,271073,,,,,,,,,,
,,,,4,5.999785,0,8,8,966,1,"small room with clothes on the bed, including a fedora",small room with clothes over the bed and a large mirror,wolfe2,105_L_hat,5,26,A324M5ZRHX7RUV,2021-01-24_21h09.03.908,MetaAwareness,2020.1.2,Win32,60,3BA7SXOG1KT6KXEBT30FSW0YJI8R8U,A324M5ZRHX7RUV,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,R9LS3,R9LS3,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,271073,271073,,,,,,,,,,
,,,,4,7.23053,0,9,9,58,1,a room with  a light and towel hanging . there is no object in the box,a room with a light and towel hanging .  there is a box in the box,wolfe2,007_L_soap,2,26,A324M5ZRHX7RUV,2021-01-24_21h09.03.908,MetaAwareness,2020.1.2,Win32,60,3BA7SXOG1KT6KXEBT30FSW0YJI8R8U,A324M5ZRHX7RUV,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,R9LS3,R9LS3,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,271073,271073,,,,,,,,,,
,,,,3,13.966,0,10,10,574,1,"a living room area with a couch, some chairs and an ottomannum","a living room area with a couch, some chairs and a pet of some sort near the ottoman",wolfe2,062_R_flowers,3,26,A324M5ZRHX7RUV,2021-01-24_21h09.03.908,MetaAwareness,2020.1.2,Win32,60,3BA7SXOG1KT6KXEBT30FSW0YJI8R8U,A324M5ZRHX7RUV,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,R9LS3,R9LS3,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,271073,271073,,,,,,,,,,
,,,,5,12.611865,0,11,11,1159,1,a bright and luminary living room with two lamps on the right and left side of the room with also a glass window overlooking the pool,a bright and luminary living room with only one lamp on the right side of the room with a glass window overlooking the pool,wolfe2,127_L_light,2,26,A324M5ZRHX7RUV,2021-01-24_21h09.03.908,MetaAwareness,2020.1.2,Win32,60,3BA7SXOG1KT6KXEBT30FSW0YJI8R8U,A324M5ZRHX7RUV,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,R9LS3,R9LS3,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,271073,271073,,,,,,,,,,
,,,,4,7.172105,0,12,12,119,1,a big room with with one hanging bulb handle,a big room with two hanging bulb handles,wolfe2,013_L_lamp,3,26,A324M5ZRHX7RUV,2021-01-24_21h09.03.908,MetaAwareness,2020.1.2,Win32,60,3BA7SXOG1KT6KXEBT30FSW0YJI8R8U,A324M5ZRHX7RUV,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,R9LS3,R9LS3,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,271073,271073,,,,,,,,,,
,,,,1,7.33577,0,13,13,674,1,switch board has,in its does not have,wolfe2,073_R_coffeemug,2,26,A324M5ZRHX7RUV,2021-01-24_21h09.03.908,MetaAwareness,2020.1.2,Win32,60,3BA7SXOG1KT6KXEBT30FSW0YJI8R8U,A324M5ZRHX7RUV,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,R9LS3,R9LS3,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,271073,271073,,,,,,,,,,
,,,,4,6.770495,0,14,14,402,1,a living room with a bookcase and a tv,a living room with a bookcase and clock and a tv,wolfe2,043_R_clock,5,26,A324M5ZRHX7RUV,2021-01-24_21h09.03.908,MetaAwareness,2020.1.2,Win32,60,3BA7SXOG1KT6KXEBT30FSW0YJI8R8U,A324M5ZRHX7RUV,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,R9LS3,R9LS3,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,3SLE99ER0OG1A6W3WYJ4TKNMQJPBZF,271073,271073,,,,,,,,,,
